URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/diagnostic-report-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.235",DiagnosticReportStatus,DiagnosticReportStatus,"The status of the diagnostic report.","StructureDefinition/diagnosticreport-microbiology","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/diagnostic-service-sections,4.0.1,draft,"2.16.840.1.113883.4.642.3.234",DiagnosticServiceSectionCodes,Diagnostic Service Section Codes,"This value set includes all the codes in HL7 V2 table 0074.","StructureDefinition/diagnosticreport-microbiology","THO (V2)"
http://hl7.org/fhir/ValueSet/languages,4.0.1,draft,"2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (http://tools.ietf.org/html/bcp47)","StructureDefinition/diagnosticreport-microbiology","hl7.terminology.r4"
https://fhir.osbornemj.com/ig/ValueSet/vs-OSLAB-microbiology-report,0.1.0,draft,,OSLABMicrobiologyOrdersVS,OS LAB Microbiology Report,"The OS LAB Microbiology Report value set includes codes for Microbiology reports, for example URINE - Urine M/C/S.","StructureDefinition/diagnosticreport-microbiology","Internal"
https://fhir.osbornemj.com/ig/ValueSet/vs-presenting-complaint,0.1.0,draft,,PresentingComplaintVS,Presenting Complaint,"The Presenting Complaint value set includes codes for the presenting complaint in an ED presentation.",,"Internal"
https://healthterminologies.gov.au/fhir/ValueSet/clinical-finding-1,1.0.2,active,"1.2.36.1.2001.1004.201.10037",ClinicalFinding,Clinical Finding,"The Clinical Finding value set includes a broad range of values that support the recording of disorders and clinical findings, including observations, judgments or assessments about subjects of care.","StructureDefinition/diagnosticreport-microbiology","SCT"
